"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
8.253736292E0,9.175918579E-2,7.499404907E-2,9.814191284E0,9.814906745E0
8.263779292E0,9.370513916E-2,6.945556641E-2,9.820029144E0,9.820721823E0
8.273821292E0,1.169068909E-1,6.391708374E-2,9.816436615E0,9.817340802E0
8.283864292E0,1.088237000E-1,6.481521606E-2,9.833201752E0,9.834017506E0
8.293907292E0,9.909393311E-2,5.942642212E-2,9.821526031E0,9.822205694E0
8.303949292E0,8.262817383E-2,7.304809570E-2,9.814490662E0,9.815110309E0
8.313992292E0,7.214996338E-2,7.873626709E-2,9.821226654E0,9.821807268E0
8.324035292E0,7.783813477E-2,7.514373779E-2,9.809101868E0,9.809698507E0
8.334078292E0,1.061293030E-1,7.334747314E-2,9.817484436E0,9.818332034E0
8.344120292E0,9.924362183E-2,6.960525513E-2,9.816735992E0,9.817484389E0
8.354163292E0,9.924362183E-2,8.726852417E-2,9.820029144E0,9.820918363E0
8.364206292E0,1.038839722E-1,7.469467163E-2,9.808652802E0,9.809487293E0
8.374248292E0,1.010398865E-1,6.242019653E-2,9.805958405E0,9.806677601E0
8.384291292E0,1.085243225E-1,5.493576050E-2,9.830058289E0,9.830810822E0
8.394334292E0,9.520202637E-2,6.915618896E-2,9.826914825E0,9.827619294E0
8.404376292E0,9.295669556E-2,6.077362061E-2,9.807155914E0,9.807784740E0
8.414419292E0,1.016386414E-1,7.903564453E-2,9.809700623E0,9.810545517E0
8.424462292E0,1.088237000E-1,6.885681152E-2,9.809700623E0,9.810545865E0
8.434504292E0,8.577163696E-2,5.733078003E-2,9.819729767E0,9.820271701E0
8.444547292E0,1.160087585E-1,6.077362061E-2,9.824220428E0,9.825093307E0
8.454590292E0,9.475296021E-2,7.229965210E-2,9.818382568E0,9.819105948E0
8.464633292E0,9.295669556E-2,8.307723999E-2,9.791438599E0,9.792232259E0
8.474675292E0,1.062789917E-1,6.900650024E-2,9.808952179E0,9.809770638E0
8.484718292E0,9.175918579E-2,5.807922363E-2,9.811945953E0,9.812546883E0
8.494761500E0,9.714797974E-2,7.649093628E-2,9.829309845E0,9.830087519E0
8.504803500E0,1.067280579E-1,6.990463257E-2,9.810149689E0,9.810979281E0
8.514846500E0,9.894424438E-2,5.972579956E-2,9.821076965E0,9.821756966E0
8.524889500E0,9.101074219E-2,5.882766724E-2,9.828411713E0,9.829009128E0
8.534932500E0,9.849517822E-2,6.421646118E-2,9.812694397E0,9.813398819E0
8.544974500E0,9.580078125E-2,6.107299805E-2,9.806407471E0,9.807065574E0
8.555017500E0,1.062789917E-1,5.688171387E-2,9.826914825E0,9.827654132E0
8.565060500E0,9.145980835E-2,7.409591675E-2,9.823172607E0,9.823877807E0
8.575102500E0,9.714797974E-2,5.763015747E-2,9.806108093E0,9.806758634E0
8.585145500E0,9.744735718E-2,6.167175293E-2,9.805209961E0,9.805888117E0
8.595188500E0,1.019380188E-1,6.316864014E-2,9.818831635E0,9.819563957E0
8.605230500E0,1.074765015E-1,6.616241455E-2,9.812245331E0,9.813056970E0
8.615273500E0,9.984237671E-2,6.511459351E-2,9.811047821E0,9.811771897E0
8.625316500E0,8.846603394E-2,7.304809570E-2,9.805060272E0,9.805731447E0
8.635358500E0,9.400451660E-2,8.158035278E-2,9.808802490E0,9.809592168E0
8.645401500E0,1.040336609E-1,8.816665649E-2,9.829609222E0,9.830555113E0
8.655444500E0,1.007405090E-1,7.768844604E-2,9.813742218E0,9.814566749E0
8.665487500E0,1.083746338E-1,7.649093628E-2,9.831704865E0,9.832599680E0
8.675529500E0,1.041833496E-1,5.463638306E-2,9.822124786E0,9.822829258E0
8.685572500E0,8.666976929E-2,6.945556641E-2,9.802665253E0,9.803294435E0
8.695615500E0,8.187973022E-2,6.750961304E-2,9.814191284E0,9.814765020E0
8.705657500E0,8.951385498E-2,7.125183105E-2,9.809850311E0,9.810517452E0
8.715700500E0,1.101708984E-1,6.511459351E-2,9.816885681E0,9.817719797E0
8.725743500E0,9.864486694E-2,7.334747314E-2,9.819430389E0,9.820199786E0
8.735785500E0,9.595046997E-2,5.643264771E-2,9.824070740E0,9.824701371E0
8.745828500E0,9.864486694E-2,6.137237549E-2,9.805659027E0,9.806347247E0
8.755871500E0,1.025367737E-1,6.750961304E-2,9.821675720E0,9.822442939E0
8.765914500E0,1.005908203E-1,6.466552734E-2,9.816885681E0,9.817613998E0
8.775956500E0,1.004411316E-1,4.909790039E-2,9.812544708E0,9.813181578E0
8.785999500E0,1.029858398E-1,6.122268677E-2,9.816885681E0,9.817616756E0
8.796042500E0,7.604187012E-2,7.948471069E-2,9.834698639E0,9.835313798E0
8.806084500E0,9.370513916E-2,7.050338745E-2,9.821825409E0,9.822525426E0
8.816127500E0,8.457412720E-2,6.541397095E-2,9.821376343E0,9.821958310E0
8.826170500E0,8.352630615E-2,8.173004150E-2,9.818083191E0,9.818778640E0
8.836212500E0,8.382568359E-2,6.616241455E-2,9.811347198E0,9.811928356E0
8.846255500E0,7.858657837E-2,5.718109131E-2,9.804012451E0,9.804494157E0
8.856298500E0,9.759704590E-2,6.885681152E-2,9.815089417E0,9.815816150E0
8.866341500E0,9.475296021E-2,5.688171387E-2,9.805359650E0,9.805982435E0
8.876383500E0,1.068777466E-1,6.466552734E-2,9.811945953E0,9.812741099E0
8.886426500E0,1.065783691E-1,8.262817383E-2,9.818083191E0,9.819009314E0
8.896469500E0,8.427474976E-2,6.481521606E-2,9.820328522E0,9.820904007E0
8.906511500E0,9.639953613E-2,7.604187012E-2,9.820627899E0,9.821395398E0
8.916554500E0,1.004411316E-1,6.421646118E-2,9.824070740E0,9.824794047E0
8.926597500E0,6.706054688E-2,8.053253174E-2,9.823621674E0,9.824180647E0
8.936639500E0,9.954299927E-2,6.631210327E-2,9.806706848E0,9.807436225E0
8.946682500E0,1.028361511E-1,6.870712280E-2,9.817933502E0,9.818712451E0
8.956725500E0,1.035845947E-1,7.020401001E-2,9.808203735E0,9.809001931E0
8.966768500E0,9.954299927E-2,7.229965210E-2,9.811945953E0,9.812717230E0
8.976810500E0,1.046324158E-1,7.798782349E-2,9.821376343E0,9.822243293E0
8.986853500E0,9.355545044E-2,5.792953491E-2,9.812395020E0,9.813011998E0
8.996896500E0,1.118174744E-1,8.262817383E-2,9.802665253E0,9.803651188E0
9.006938500E0,1.056802368E-1,8.053253174E-2,9.795779572E0,9.796680622E0
9.016981500E0,1.011895752E-1,7.649093628E-2,9.816286926E0,9.817106458E0
9.027024500E0,8.891510010E-2,6.990463257E-2,9.818382568E0,9.819034006E0
9.037066500E0,9.819580078E-2,7.050338745E-2,9.828112335E0,9.828855743E0
9.047109500E0,9.460327148E-2,7.499404907E-2,9.822424164E0,9.823166004E0
9.057152500E0,8.023315430E-2,7.005432129E-2,9.826914825E0,9.827492048E0
9.067195500E0,1.016386414E-1,6.915618896E-2,9.806706848E0,9.807477362E0
9.077237500E0,8.906478882E-2,6.915618896E-2,9.833351440E0,9.833997949E0
9.087280500E0,9.999206543E-2,6.706054688E-2,9.823621674E0,9.824359435E0
9.097323500E0,8.577163696E-2,7.185058594E-2,9.820178833E0,9.820816239E0
9.107365500E0,9.026229858E-2,6.316864014E-2,9.809850311E0,9.810468933E0
9.117408500E0,1.115180969E-1,5.852828979E-2,9.811347198E0,9.812155507E0
9.127451500E0,8.652008057E-2,6.571334839E-2,9.809101868E0,9.809703534E0
9.137493500E0,1.037342834E-1,8.262817383E-2,9.823471985E0,9.824367158E0
9.147536500E0,9.145980835E-2,7.125183105E-2,9.818382568E0,9.819067063E0
9.157579500E0,1.031355286E-1,4.999603271E-2,9.809850311E0,9.810519847E0
9.167622500E0,9.864486694E-2,8.262817383E-2,9.799671478E0,9.800516278E0
9.177664500E0,9.026229858E-2,6.541397095E-2,9.807305603E0,9.807939104E0
9.187707500E0,1.050814819E-1,7.454498291E-2,9.817334747E0,9.818180107E0
9.197750500E0,8.861572266E-2,7.170089722E-2,9.823621674E0,9.824283004E0
9.207792500E0,9.714797974E-2,6.930587769E-2,9.816436615E0,9.817161955E0
9.217835500E0,9.490264893E-2,7.364685059E-2,9.817334747E0,9.818069663E0
9.227878500E0,9.969268799E-2,6.481521606E-2,9.812245331E0,9.812965814E0
9.237921500E0,8.861572266E-2,6.631210327E-2,9.812095642E0,9.812719854E0
9.247963500E0,9.610015869E-2,6.361770630E-2,9.804910583E0,9.805587897E0
9.258006500E0,1.038839722E-1,7.828720093E-2,9.818831635E0,9.819693245E0
9.268049500E0,8.951385498E-2,6.795867920E-2,9.818083191E0,9.818726427E0
9.278091500E0,7.843688965E-2,6.466552734E-2,9.811047821E0,9.811574457E0
9.288134500E0,9.924362183E-2,7.289840698E-2,9.807155914E0,9.807928966E0
9.298177500E0,9.445358276E-2,6.271957397E-2,9.797875214E0,9.798531213E0
9.308219500E0,1.011895752E-1,6.735992432E-2,9.820328522E0,9.821080845E0
9.318262500E0,1.193019104E-1,7.185058594E-2,9.826465759E0,9.827452608E0
9.328305500E0,1.041833496E-1,6.915618896E-2,9.818981323E0,9.819777542E0
9.338348500E0,8.891510010E-2,6.765930176E-2,9.820328522E0,9.820964105E0
9.348390500E0,8.741821289E-2,7.020401001E-2,9.806856537E0,9.807497422E0
9.358433500E0,9.041198730E-2,7.589218140E-2,9.807754669E0,9.808464997E0
9.368476500E0,9.834548950E-2,7.110214233E-2,9.789642334E0,9.790394495E0
9.378518500E0,9.834548950E-2,6.990463257E-2,9.817783813E0,9.818525220E0
9.388561500E0,9.220825195E-2,6.092330933E-2,9.831255798E0,9.831876961E0
9.398604500E0,1.013392639E-1,6.840774536E-2,9.816885681E0,9.817647057E0
9.408646500E0,1.041833496E-1,6.017486572E-2,9.813143463E0,9.813880976E0
9.418689500E0,9.789642334E-2,6.541397095E-2,9.810898132E0,9.811604602E0
9.428732500E0,9.624984741E-2,6.242019653E-2,9.802365875E0,9.803037135E0
9.438775500E0,1.146615601E-1,6.137237549E-2,9.810299377E0,9.811161385E0
9.448817500E0,1.170565796E-1,6.406677246E-2,9.835746460E0,9.836651626E0
9.458860500E0,1.118174744E-1,7.409591675E-2,9.821076965E0,9.821992981E0
9.468903500E0,8.367599487E-2,8.382568359E-2,9.828561401E0,9.829275031E0
9.478945500E0,9.520202637E-2,6.676116943E-2,9.815987549E0,9.816676222E0
9.488988500E0,9.999206543E-2,6.990463257E-2,9.806557159E0,9.807316065E0
9.499031625E0,8.981323242E-2,6.885681152E-2,9.816735992E0,9.817388310E0
9.509073625E0,9.235794067E-2,6.646179199E-2,9.802216187E0,9.802876584E0
9.519116625E0,1.055305481E-1,6.167175293E-2,9.798923035E0,9.799685339E0
9.529159625E0,8.023315430E-2,6.556365967E-2,9.813891907E0,9.814438869E0
9.539202625E0,9.086105347E-2,8.277786255E-2,9.815538483E0,9.816308044E0
9.549244625E0,1.070274353E-1,7.349716187E-2,9.820328522E0,9.821186740E0
9.559287625E0,9.834548950E-2,6.017486572E-2,9.807155914E0,9.807833603E0
9.569330625E0,9.909393311E-2,5.867797852E-2,9.805659027E0,9.806335282E0
9.579372625E0,9.744735718E-2,5.224136353E-2,9.820328522E0,9.820950943E0
9.589415625E0,1.068777466E-1,6.750961304E-2,9.826316071E0,9.827129180E0
9.599458625E0,8.187973022E-2,7.050338745E-2,9.817185059E0,9.817779662E0
9.609501625E0,1.004411316E-1,7.499404907E-2,9.814790039E0,9.815590458E0
9.619543625E0,1.070274353E-1,7.125183105E-2,9.830507355E0,9.831348155E0
9.629586625E0,9.774673462E-2,6.077362061E-2,9.808503113E0,9.809178415E0
9.639629625E0,1.103205872E-1,7.080276489E-2,9.824968872E0,9.825843323E0
9.649671625E0,1.032852173E-1,6.735992432E-2,9.833501129E0,9.834274231E0
9.659714625E0,1.035845947E-1,7.170089722E-2,9.818681946E0,9.819490106E0
9.669757625E0,9.894424438E-2,7.214996338E-2,9.803713074E0,9.804477835E0
9.679799625E0,1.080752563E-1,6.391708374E-2,9.814340973E0,9.815144135E0
9.689842625E0,9.325607300E-2,6.271957397E-2,9.798024902E0,9.798669421E0
9.699885625E0,7.753875732E-2,6.271957397E-2,9.818382568E0,9.818889054E0
9.709928625E0,9.445358276E-2,5.807922363E-2,9.805359650E0,9.805986566E0
9.719970625E0,1.049317932E-1,6.990463257E-2,9.807006226E0,9.807816701E0
9.730013625E0,1.028361511E-1,6.391708374E-2,9.800569611E0,9.801317532E0
9.740056625E0,9.789642334E-2,6.601272583E-2,9.811945953E0,9.812656357E0
9.750098625E0,9.669891357E-2,7.723937988E-2,9.809401245E0,9.810181924E0
9.760141625E0,1.019380188E-1,6.077362061E-2,9.807604980E0,9.808323009E0
9.770184625E0,1.014889526E-1,6.122268677E-2,9.814041595E0,9.814757290E0
9.780226625E0,9.699829102E-2,6.825805664E-2,9.822723541E0,9.823439601E0
9.790269625E0,1.097218323E-1,8.996292114E-2,9.827064514E0,9.828088785E0
9.800312625E0,7.634124756E-2,5.044509888E-2,9.805209961E0,9.805636903E0
9.810355625E0,1.029858398E-1,6.182144165E-2,9.824220428E0,9.824954707E0
9.820397625E0,9.744735718E-2,6.496490479E-2,9.815837860E0,9.816536524E0
9.830440625E0,9.639953613E-2,6.002517700E-2,9.829459534E0,9.830115494E0
9.840483625E0,1.082249451E-1,7.918533325E-2,9.804311829E0,9.805228880E0
9.850525625E0,8.741821289E-2,8.876541138E-2,9.798174591E0,9.798966607E0
9.860568625E0,8.996292114E-2,6.421646118E-2,9.819131012E0,9.819753098E0
9.870611625E0,9.325607300E-2,5.837860107E-2,9.807305603E0,9.807922713E0
9.880654625E0,9.116043091E-2,6.212081909E-2,9.817185059E0,9.817804831E0
9.890696625E0,8.217910767E-2,6.990463257E-2,9.825417938E0,9.826010265E0
9.900739625E0,9.460327148E-2,7.319778442E-2,9.811945953E0,9.812675022E0
9.910782625E0,1.005908203E-1,6.616241455E-2,9.807604980E0,9.808343970E0
9.920824625E0,8.053253174E-2,7.110214233E-2,9.808652802E0,9.809241091E0
9.930867625E0,1.131646729E-1,7.110214233E-2,9.807455292E0,9.808365871E0
9.940910625E0,1.067280579E-1,5.822891235E-2,9.803413696E0,9.804167562E0
9.950952625E0,1.104702759E-1,7.170089722E-2,9.812844086E0,9.813727821E0
9.960995625E0,1.011895752E-1,5.703140259E-2,9.826765137E0,9.827451601E0
9.971038625E0,7.364685059E-2,7.229965210E-2,9.815837860E0,9.816380392E0
9.981081625E0,8.547225952E-2,6.077362061E-2,9.816436615E0,9.816996830E0
9.991123625E0,9.460327148E-2,7.349716187E-2,9.817634125E0,9.818365007E0
1.000116663E1,9.340576172E-2,7.349716187E-2,9.802066498E0,9.802787058E0
1.001120963E1,1.160087585E-1,5.957611084E-2,9.814939728E0,9.815806090E0
1.002125163E1,1.115180969E-1,6.930587769E-2,9.819580078E0,9.820457856E0
1.003129463E1,8.547225952E-2,7.619155884E-2,9.817484436E0,9.818152133E0
1.004133763E1,8.202941895E-2,7.155120850E-2,9.817334747E0,9.817938172E0
1.005138063E1,1.040336609E-1,7.080276489E-2,9.803264008E0,9.804071666E0
1.006142263E1,1.017883301E-1,5.807922363E-2,9.814340973E0,9.815040641E0
1.007397962E1,1.044827271E-1,8.637039185E-2,9.815987549E0,9.816923553E0
1.008402663E1,8.711883545E-2,7.334747314E-2,9.819131012E0,9.819791412E0
1.009407363E1,9.639953613E-2,6.765930176E-2,9.826016693E0,9.826722480E0
1.010412063E1,1.023870850E-1,7.708969116E-2,9.821825409E0,9.822661569E0
1.011416763E1,8.681945801E-2,7.394622803E-2,9.802066498E0,9.802729890E0
1.012421563E1,9.669891357E-2,6.885681152E-2,9.798623657E0,9.799342708E0
1.013426363E1,9.101074219E-2,6.541397095E-2,9.811646576E0,9.812286710E0
1.014430963E1,7.469467163E-2,6.900650024E-2,9.806706848E0,9.807234085E0
1.015435663E1,9.445358276E-2,6.945556641E-2,9.817334747E0,9.818034788E0
1.016440363E1,1.016386414E-1,6.301895142E-2,9.819280701E0,9.820008925E0
1.017445163E1,8.023315430E-2,7.903564453E-2,9.818681946E0,9.819327836E0
1.018449963E1,9.131011963E-2,6.795867920E-2,9.817783813E0,9.818443610E0
1.019454763E1,1.064286804E-1,8.307723999E-2,9.800719299E0,9.801649232E0
1.020459563E1,1.029858398E-1,7.140151978E-2,9.812245331E0,9.813045536E0
1.021464263E1,1.197509766E-1,7.020401001E-2,9.816735992E0,9.817717374E0
1.022469063E1,9.999206543E-2,6.541397095E-2,9.806257782E0,9.806985729E0
1.023473863E1,8.322692871E-2,5.328918457E-2,9.827663269E0,9.828160143E0
1.024478563E1,8.756790161E-2,5.643264771E-2,9.814041595E0,9.814594501E0
1.025483263E1,1.275347900E-1,6.825805664E-2,9.815987549E0,9.817053318E0
1.026488063E1,1.133143616E-1,6.825805664E-2,9.822723541E0,9.823614257E0
1.027492763E1,6.975494385E-2,6.376739502E-2,9.799521790E0,9.799977517E0
1.028497462E1,8.337661743E-2,7.993377686E-2,9.804012451E0,9.804692816E0
1.029502163E1,9.056167603E-2,6.795867920E-2,9.811047821E0,9.811701134E0
1.030506863E1,1.050814819E-1,6.331832886E-2,9.819879456E0,9.820645796E0
1.031511663E1,9.969268799E-2,7.244934082E-2,9.809700623E0,9.810474700E0
1.032516363E1,1.020877075E-1,7.035369873E-2,9.808054047E0,9.808837634E0
1.033521063E1,1.017883301E-1,6.750961304E-2,9.825567627E0,9.826326760E0
1.034525863E1,1.139131165E-1,7.349716187E-2,9.812544708E0,9.813481119E0
1.035530663E1,9.535171509E-2,6.331832886E-2,9.818681946E0,9.819349078E0
1.036535363E1,1.019380188E-1,7.185058594E-2,9.819729767E0,9.820521705E0
1.037540163E1,1.173559570E-1,7.544311523E-2,9.815388794E0,9.816380252E0
1.038544962E1,8.786727905E-2,7.155120850E-2,9.809401245E0,9.810055709E0
1.039549663E1,1.074765015E-1,6.017486572E-2,9.816586304E0,9.817359058E0
1.040554363E1,8.652008057E-2,6.721023560E-2,9.812245331E0,9.812856942E0
1.041559163E1,1.055305481E-1,6.780899048E-2,9.831854553E0,9.832654713E0
1.042563863E1,8.801696777E-2,6.002517700E-2,9.809850311E0,9.810428795E0
1.043568563E1,9.280700684E-2,5.164260864E-2,9.812993774E0,9.813568511E0
1.044573363E1,8.816665649E-2,6.706054688E-2,9.814790039E0,9.815415120E0
1.045578063E1,1.025367737E-1,6.900650024E-2,9.821975098E0,9.822752695E0
1.046582763E1,9.580078125E-2,6.167175293E-2,9.805060272E0,9.805722214E0
1.047587463E1,8.397537231E-2,7.155120850E-2,9.813143463E0,9.813763604E0
1.048592163E1,1.005908203E-1,7.379653931E-2,9.815388794E0,9.816181621E0
1.049596829E1,9.310638428E-2,7.454498291E-2,9.801318054E0,9.802043733E0
1.050601629E1,9.235794067E-2,7.065307617E-2,9.808353424E0,9.809042702E0
1.051606229E1,8.996292114E-2,7.708969116E-2,9.798923035E0,9.799639217E0
1.052610929E1,8.143066406E-2,7.065307617E-2,9.808952179E0,9.809544620E0
1.053615629E1,8.666976929E-2,6.646179199E-2,9.796378326E0,9.796987146E0
1.054620329E1,9.385482788E-2,4.550537109E-2,9.802365875E0,9.802920800E0
1.055624929E1,9.041198730E-2,6.930587769E-2,9.814939728E0,9.815600822E0
1.056629529E1,9.355545044E-2,7.334747314E-2,9.815239105E0,9.815959004E0
1.057634229E1,9.026229858E-2,6.810836792E-2,9.808353424E0,9.809005195E0
1.058638829E1,9.654922485E-2,5.837860107E-2,9.809550934E0,9.810199760E0
1.059643529E1,8.457412720E-2,5.628295898E-2,9.806706848E0,9.807233033E0
1.060648229E1,9.026229858E-2,6.915618896E-2,9.820178833E0,9.820837142E0
1.061652929E1,1.038839722E-1,5.822891235E-2,9.817185059E0,9.817907362E0
1.062657629E1,9.520202637E-2,7.454498291E-2,9.816436615E0,9.817181276E0
1.063662329E1,9.235794067E-2,6.735992432E-2,9.808652802E0,9.809318892E0
1.064667029E1,9.789642334E-2,6.601272583E-2,9.809550934E0,9.810261511E0
1.065671729E1,8.247848511E-2,6.376739502E-2,9.818232880E0,9.818786374E0
1.066676429E1,9.684860229E-2,7.903564453E-2,9.814041595E0,9.814837682E0
1.067681129E1,9.729766846E-2,6.750961304E-2,9.821226654E0,9.821940611E0
1.068685929E1,1.011895752E-1,4.670288086E-2,9.819729767E0,9.820362172E0
1.069690629E1,1.005908203E-1,5.927673340E-2,9.816286926E0,9.816981270E0
1.070695329E1,9.235794067E-2,6.526428223E-2,9.812993774E0,9.813645410E0
1.071700029E1,9.864486694E-2,6.242019653E-2,9.808952179E0,9.809646780E0
1.072704729E1,1.188528442E-1,6.496490479E-2,9.818232880E0,9.819167140E0
1.073709429E1,1.040336609E-1,7.020401001E-2,9.822873230E0,9.823674979E0
1.074714129E1,9.340576172E-2,6.271957397E-2,9.819430389E0,9.820074926E0
1.075718829E1,9.505233765E-2,7.155120850E-2,9.806108093E0,9.806829786E0
1.076723529E1,1.010398865E-1,6.735992432E-2,9.808503113E0,9.809254800E0
1.077728229E1,9.639953613E-2,6.256988525E-2,9.810000000E0,9.810673160E0
1.078733029E1,9.565109253E-2,6.750961304E-2,9.821825409E0,9.822523151E0
1.079737829E1,1.089733887E-1,6.616241455E-2,9.808353424E0,9.809181900E0
1.080742629E1,9.101074219E-2,6.526428223E-2,9.802216187E0,9.802855938E0
1.081747329E1,8.487350464E-2,7.439529419E-2,9.804012451E0,9.804662070E0
1.082752129E1,8.457412720E-2,6.286926270E-2,9.806706848E0,9.807273043E0
1.083756929E1,8.547225952E-2,6.526428223E-2,9.805659027E0,9.806248716E0
1.084761729E1,1.001417542E-1,7.679031372E-2,9.822573853E0,9.823384458E0
1.085766429E1,9.714797974E-2,7.394622803E-2,9.825567627E0,9.826326117E0
1.086771129E1,9.654922485E-2,5.433700562E-2,9.818831635E0,9.819456651E0
1.087775829E1,1.028361511E-1,6.092330933E-2,9.817035370E0,9.817763003E0
1.088780629E1,8.262817383E-2,8.277786255E-2,9.807006226E0,9.807703640E0
1.089785329E1,9.265731812E-2,6.481521606E-2,9.811197510E0,9.811849110E0
1.090789929E1,9.639953613E-2,6.706054688E-2,9.815388794E0,9.816091237E0
1.091794629E1,1.034349060E-1,6.631210327E-2,9.817334747E0,9.818103565E0
1.092799429E1,9.684860229E-2,6.601272583E-2,9.816735992E0,9.817435657E0
1.093804129E1,8.786727905E-2,5.703140259E-2,9.806557159E0,9.807116628E0
1.094808929E1,9.011260986E-2,6.915618896E-2,9.796528015E0,9.797186536E0
1.095813629E1,7.798782349E-2,7.259902954E-2,9.787846069E0,9.788425992E0
1.096818329E1,1.071771240E-1,6.601272583E-2,9.803563385E0,9.804371457E0
1.097823029E1,1.167572021E-1,6.481521606E-2,9.813891907E0,9.814800437E0
1.098827829E1,9.505233765E-2,6.556365967E-2,9.810299377E0,9.810978922E0
1.099832529E1,1.055305481E-1,6.840774536E-2,9.823022919E0,9.823827949E0
1.100837329E1,8.771759033E-2,7.978408813E-2,9.809251556E0,9.809968194E0
