"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.101842129E1,9.939331055E-2,7.933502197E-2,9.826615448E0,9.827438336E0
1.102846829E1,9.445358276E-2,7.394622803E-2,9.809101868E0,9.809835318E0
1.103851629E1,1.026864624E-1,5.957611084E-2,9.817783813E0,9.818501557E0
1.104856429E1,9.789642334E-2,8.442443848E-2,9.803563385E0,9.804415650E0
1.105861229E1,1.103205872E-1,6.735992432E-2,9.801916809E0,9.802769054E0
1.106866029E1,9.370513916E-2,6.721023560E-2,9.812095642E0,9.812773245E0
1.107870829E1,9.325607300E-2,8.292755127E-2,9.799372101E0,9.800166695E0
1.108875529E1,8.083190918E-2,6.197113037E-2,9.783654785E0,9.784184952E0
1.109880229E1,9.430389404E-2,7.005432129E-2,9.811496887E0,9.812200161E0
1.110885029E1,1.148112488E-1,6.137237549E-2,9.801767120E0,9.802631630E0
1.111889829E1,9.954299927E-2,6.032455444E-2,9.798174591E0,9.798865913E0
1.112894529E1,9.624984741E-2,6.810836792E-2,9.812993774E0,9.813702135E0
1.113899329E1,1.034349060E-1,7.933502197E-2,9.805659027E0,9.806525469E0
1.114904029E1,1.052311707E-1,7.125183105E-2,9.805958405E0,9.806781870E0
1.115908929E1,9.939331055E-2,6.990463257E-2,9.813143463E0,9.813895777E0
1.116913629E1,8.996292114E-2,6.436614990E-2,9.806557159E0,9.807181025E0
1.117918429E1,8.861572266E-2,7.005432129E-2,9.805359650E0,9.806010311E0
1.118923229E1,1.004411316E-1,6.900650024E-2,9.802216187E0,9.802973655E0
1.119927929E1,8.592132568E-2,6.391708374E-2,9.815388794E0,9.815972955E0
1.120932729E1,8.696914673E-2,8.292755127E-2,9.808353424E0,9.809089535E0
1.121937529E1,1.052311707E-1,6.975494385E-2,9.808353424E0,9.809165930E0
1.122942429E1,1.115180969E-1,6.122268677E-2,9.810449066E0,9.811273892E0
1.123947229E1,9.954299927E-2,6.750961304E-2,9.817185059E0,9.817921818E0
1.124952229E1,9.011260986E-2,7.140151978E-2,9.813742218E0,9.814415662E0
1.125957029E1,9.969268799E-2,6.197113037E-2,9.824370117E0,9.825071361E0
1.126961829E1,9.654922485E-2,5.987548828E-2,9.818981323E0,9.819638540E0
1.127966729E1,9.684860229E-2,6.271957397E-2,9.818083191E0,9.818761171E0
1.128971429E1,8.966354370E-2,7.244934082E-2,9.814790039E0,9.815466977E0
1.129976329E1,1.058299255E-1,6.331832886E-2,9.805659027E0,9.806434527E0
1.130981229E1,8.921447754E-2,7.259902954E-2,9.796677704E0,9.797352901E0
1.131986029E1,1.142124939E-1,7.200027466E-2,9.806407471E0,9.807336846E0
1.132990829E1,9.235794067E-2,6.586303711E-2,9.803264008E0,9.803920294E0
1.133995629E1,8.292755127E-2,6.421646118E-2,9.804760895E0,9.805321868E0
1.135000429E1,9.789642334E-2,6.930587769E-2,9.825417938E0,9.826150043E0
1.136005229E1,9.954299927E-2,6.676116943E-2,9.812544708E0,9.813276696E0
1.137010129E1,9.624984741E-2,6.571334839E-2,9.810149689E0,9.810841921E0
1.138015029E1,1.086740112E-1,6.945556641E-2,9.821226654E0,9.822073463E0
1.139019829E1,1.025367737E-1,5.373825073E-2,9.802365875E0,9.803049441E0
1.140024729E1,1.002914429E-1,6.616241455E-2,9.814939728E0,9.815675102E0
1.141029529E1,1.008901978E-1,6.496490479E-2,9.806108093E0,9.806842265E0
1.142034129E1,1.011895752E-1,6.840774536E-2,9.808952179E0,9.809712626E0
1.143038929E1,1.001417542E-1,7.439529419E-2,9.817484436E0,9.818277022E0
1.144043629E1,1.092727661E-1,7.529342651E-2,9.788744202E0,9.789643644E0
1.145048329E1,8.217910767E-2,6.316864014E-2,9.797126770E0,9.797675063E0
1.146053029E1,1.010398865E-1,7.289840698E-2,9.820029144E0,9.820819499E0
1.147057829E1,1.073268127E-1,6.017486572E-2,9.806108093E0,9.806880034E0
1.148062629E1,1.029858398E-1,6.855743408E-2,9.822573853E0,9.823352956E0
1.149067429E1,9.265731812E-2,7.948471069E-2,9.814640350E0,9.815399554E0
1.150072325E1,1.094224548E-1,5.807922363E-2,9.825118561E0,9.825899511E0
1.151077225E1,9.774673462E-2,5.957611084E-2,9.820777588E0,9.821444709E0
1.152082125E1,1.119671631E-1,7.364685059E-2,9.811197510E0,9.812112773E0
1.153087025E1,1.002914429E-1,6.915618896E-2,9.814939728E0,9.815695738E0
1.154091825E1,9.849517822E-2,5.852828979E-2,9.817634125E0,9.818302637E0
1.155096625E1,1.215472412E-1,6.586303711E-2,9.815688171E0,9.816661650E0
1.156101525E1,9.550140381E-2,6.721023560E-2,9.806557159E0,9.807252472E0
1.157106325E1,1.010398865E-1,6.960525513E-2,9.810149689E0,9.810916923E0
1.158111225E1,8.143066406E-2,5.822891235E-2,9.810598755E0,9.811109493E0
1.159116225E1,8.652008057E-2,6.376739502E-2,9.796677704E0,9.797267274E0
1.160121125E1,1.097218323E-1,6.242019653E-2,9.828711090E0,9.829521700E0
1.161126025E1,1.083746338E-1,5.643264771E-2,9.812993774E0,9.813754456E0
1.162130825E1,9.265731812E-2,7.604187012E-2,9.824220428E0,9.824951642E0
1.163135725E1,1.130149841E-1,6.092330933E-2,9.818532257E0,9.819371656E0
1.164140625E1,9.984237671E-2,6.855743408E-2,9.814041595E0,9.814788895E0
1.165145425E1,8.562194824E-2,6.256988525E-2,9.816436615E0,9.817009419E0
1.166150325E1,9.145980835E-2,7.918533325E-2,9.810449066E0,9.811194937E0
1.167155325E1,7.888595581E-2,6.930587769E-2,9.804461517E0,9.805023811E0
1.168160225E1,9.654922485E-2,6.256988525E-2,9.818681946E0,9.819355982E0
1.169165125E1,1.008901978E-1,6.780899048E-2,9.821825409E0,9.822577628E0
1.170169925E1,9.864486694E-2,7.394622803E-2,9.818831635E0,9.819605569E0
1.171174825E1,9.894424438E-2,7.050338745E-2,9.805958405E0,9.806711015E0
1.172179725E1,1.008901978E-1,7.155120850E-2,9.799821167E0,9.800601681E0
1.173184525E1,1.035845947E-1,6.197113037E-2,9.809850311E0,9.810592914E0
1.174189425E1,9.729766846E-2,7.214996338E-2,9.803563385E0,9.804311679E0
1.175194225E1,1.025367737E-1,5.748046875E-2,9.799671478E0,9.800376466E0
1.176199125E1,1.010398865E-1,6.511459351E-2,9.813592529E0,9.814328673E0
1.177203925E1,9.864486694E-2,6.346801758E-2,9.818681946E0,9.819382575E0
1.178208825E1,9.370513916E-2,8.277786255E-2,9.801916809E0,9.802714214E0
1.179213725E1,9.954299927E-2,6.376739502E-2,9.803413696E0,9.804126437E0
1.180218425E1,9.011260986E-2,6.750961304E-2,9.801318054E0,9.801964774E0
1.181223325E1,9.355545044E-2,6.556365967E-2,9.810598755E0,9.811263891E0
1.182228225E1,1.088237000E-1,6.900650024E-2,9.809251556E0,9.810097889E0
1.183233125E1,9.355545044E-2,6.676116943E-2,9.818681946E0,9.819354603E0
1.184237925E1,9.400451660E-2,6.451583862E-2,9.831106110E0,9.831767210E0
1.185242825E1,9.999206543E-2,8.008346558E-2,9.791887665E0,9.792725658E0
1.186247625E1,1.029858398E-1,6.496490479E-2,9.813442841E0,9.814198230E0
1.187252425E1,1.001417542E-1,6.032455444E-2,9.823022919E0,9.823718577E0
1.188257325E1,9.205856323E-2,6.810836792E-2,9.809700623E0,9.810368996E0
1.189262225E1,9.460327148E-2,6.825805664E-2,9.827812958E0,9.828505302E0
1.190267025E1,9.430389404E-2,7.394622803E-2,9.807904358E0,9.808636458E0
1.191271925E1,8.217910767E-2,7.244934082E-2,9.799821167E0,9.800433522E0
1.192276725E1,8.158035278E-2,7.888595581E-2,9.809401245E0,9.810057652E0
1.193281625E1,8.068222046E-2,6.990463257E-2,9.806108093E0,9.806689157E0
1.194286425E1,1.053808594E-1,7.185058594E-2,9.812095642E0,9.812924565E0
1.195291225E1,1.088237000E-1,7.783813477E-2,9.813891907E0,9.814803907E0
1.196296025E1,8.921447754E-2,6.885681152E-2,9.805209961E0,9.805857579E0
1.197300825E1,8.696914673E-2,6.286926270E-2,9.812694397E0,9.813281179E0
1.198305625E1,1.028361511E-1,7.110214233E-2,9.806557159E0,9.807354083E0
1.199310425E1,9.520202637E-2,7.364685059E-2,9.812694397E0,9.813432560E0
1.200315225E1,1.025367737E-1,7.903564453E-2,9.813891907E0,9.814745783E0
1.201320025E1,1.019380188E-1,7.200027466E-2,9.821825409E0,9.822618274E0
1.202324925E1,8.442443848E-2,7.200027466E-2,9.824669495E0,9.825296036E0
1.203329825E1,8.068222046E-2,7.020401001E-2,9.807305603E0,9.807888734E0
1.204334725E1,9.220825195E-2,6.676116943E-2,9.820029144E0,9.820688968E0
1.205339625E1,9.340576172E-2,6.975494385E-2,9.796228638E0,9.796922267E0
1.206344525E1,1.128652954E-1,6.227050781E-2,9.804162140E0,9.805009508E0
1.207349425E1,9.999206543E-2,5.493576050E-2,9.805509338E0,9.806173042E0
1.208354225E1,9.580078125E-2,5.777984619E-2,9.795480194E0,9.796119055E0
1.209359125E1,9.595046997E-2,6.975494385E-2,9.799821167E0,9.800539125E0
1.210363925E1,9.999206543E-2,6.301895142E-2,9.818083191E0,9.818794597E0
1.211368725E1,9.131011963E-2,6.795867920E-2,9.821825409E0,9.822484934E0
1.212373525E1,1.011895752E-1,6.631210327E-2,9.810898132E0,9.811644041E0
1.213378325E1,1.047821045E-1,7.574249268E-2,9.808503113E0,9.809355205E0
1.214383025E1,1.064286804E-1,7.319778442E-2,9.816137238E0,9.816987076E0
1.215387725E1,1.034349060E-1,6.152206421E-2,9.818831635E0,9.819569156E0
1.216392425E1,8.637039185E-2,7.125183105E-2,9.809251556E0,9.809890558E0
1.217397125E1,8.756790161E-2,6.661148071E-2,9.804910583E0,9.805527868E0
1.218401825E1,9.714797974E-2,6.930587769E-2,9.811945953E0,9.812671625E0
1.219406525E1,8.756790161E-2,7.753875732E-2,9.808802490E0,9.809499818E0
1.220411325E1,1.011895752E-1,7.364685059E-2,9.803114319E0,9.803913175E0
1.221416025E1,1.019380188E-1,6.256988525E-2,9.812395020E0,9.813123986E0
1.222420825E1,9.684860229E-2,7.065307617E-2,9.815538483E0,9.816270535E0
1.223425525E1,8.861572266E-2,6.975494385E-2,9.808652802E0,9.809301111E0
1.224430225E1,1.059796143E-1,7.424560547E-2,9.799671478E0,9.800525760E0
1.225435025E1,9.804611206E-2,7.244934082E-2,9.806108093E0,9.806865854E0
1.226439825E1,7.679031372E-2,7.080276489E-2,9.804311829E0,9.804868190E0
1.227444525E1,9.160949707E-2,5.942642212E-2,9.805659027E0,9.806267014E0
1.228449325E1,1.231938171E-1,6.900650024E-2,9.810598755E0,9.811614879E0
1.229454125E1,9.056167603E-2,5.897735596E-2,9.811945953E0,9.812541115E0
1.230458825E1,9.550140381E-2,6.256988525E-2,9.806557159E0,9.807221769E0
1.231463625E1,9.280700684E-2,7.080276489E-2,9.810449066E0,9.811143514E0
1.232468425E1,7.993377686E-2,5.269042969E-2,9.804162140E0,9.804629567E0
1.233473125E1,8.532257080E-2,7.813751221E-2,9.802365875E0,9.803048616E0
1.234477925E1,9.505233765E-2,7.903564453E-2,9.814640350E0,9.815418829E0
1.235482725E1,9.699829102E-2,7.035369873E-2,9.793534241E0,9.794267264E0
1.236487425E1,1.040336609E-1,7.125183105E-2,9.810898132E0,9.811708413E0
1.237492225E1,9.475296021E-2,7.259902954E-2,9.804611206E0,9.805337814E0
1.238496925E1,1.041833496E-1,7.289840698E-2,9.805509338E0,9.806333756E0
1.239501725E1,1.089733887E-1,6.182144165E-2,9.819879456E0,9.820678674E0
1.240506525E1,1.002914429E-1,6.286926270E-2,9.804311829E0,9.805026331E0
1.241511325E1,8.592132568E-2,6.990463257E-2,9.830207977E0,9.830832010E0
1.242516125E1,1.127156067E-1,6.002517700E-2,9.813442841E0,9.814273698E0
1.243520925E1,9.265731812E-2,6.421646118E-2,9.810598755E0,9.811246458E0
1.244525625E1,9.385482788E-2,7.289840698E-2,9.806706848E0,9.807426885E0
1.245530425E1,9.879455566E-2,5.807922363E-2,9.806706848E0,9.807376447E0
1.246535325E1,8.906478882E-2,6.062393188E-2,9.825567627E0,9.826158303E0
1.247540125E1,8.427474976E-2,7.589218140E-2,9.820627899E0,9.821282716E0
1.248544925E1,9.684860229E-2,7.529342651E-2,9.831106110E0,9.831871444E0
1.249549663E1,8.786727905E-2,7.798782349E-2,9.825717316E0,9.826419670E0
1.250554463E1,7.020401001E-2,6.795867920E-2,9.814490662E0,9.814977021E0
1.251559263E1,1.061293030E-1,6.691085815E-2,9.815239105E0,9.816040912E0
1.252564063E1,9.939331055E-2,6.301895142E-2,9.802814941E0,9.803521367E0
1.253568863E1,8.532257080E-2,6.227050781E-2,9.801767120E0,9.802336264E0
1.254573663E1,9.879455566E-2,6.346801758E-2,9.820777588E0,9.821479572E0
1.255578463E1,8.202941895E-2,6.002517700E-2,9.810449066E0,9.810975626E0
1.256583263E1,1.055305481E-1,7.200027466E-2,9.819430389E0,9.820261397E0
1.257588063E1,9.280700684E-2,6.391708374E-2,9.803862762E0,9.804510370E0
1.258592863E1,9.071136475E-2,7.933502197E-2,9.806706848E0,9.807447262E0
1.259597563E1,9.969268799E-2,7.170089722E-2,9.812095642E0,9.812864034E0
1.260602363E1,9.894424438E-2,6.915618896E-2,9.820029144E0,9.820771097E0
1.261607163E1,1.029858398E-1,6.077362061E-2,9.805659027E0,9.806388146E0
1.262612063E1,1.043330383E-1,6.182144165E-2,9.807904358E0,9.808654096E0
1.263616863E1,9.909393311E-2,5.284011841E-2,9.824070740E0,9.824712596E0
1.264621662E1,8.068222046E-2,6.212081909E-2,9.811047821E0,9.811576222E0
1.265626563E1,9.086105347E-2,5.643264771E-2,9.809101868E0,9.809685001E0
1.266631362E1,1.080752563E-1,6.092330933E-2,9.794881439E0,9.795667120E0
1.267636163E1,1.046324158E-1,7.050338745E-2,9.802216187E0,9.803028146E0
1.268641062E1,9.804611206E-2,6.960525513E-2,9.798773346E0,9.799511060E0
1.269645963E1,1.160087585E-1,6.601272583E-2,9.806407471E0,9.807315800E0
1.270650763E1,9.026229858E-2,6.795867920E-2,9.821975098E0,9.822624928E0
1.271655563E1,9.804611206E-2,8.143066406E-2,9.810149689E0,9.810977571E0
1.272660363E1,9.235794067E-2,8.143066406E-2,9.795629883E0,9.796403715E0
1.273665263E1,1.058299255E-1,6.556365967E-2,9.806407471E0,9.807197665E0
1.274670063E1,9.385482788E-2,6.601272583E-2,9.812245331E0,9.812916225E0
1.275674863E1,9.550140381E-2,6.750961304E-2,9.806108093E0,9.806805494E0
1.276679763E1,8.906478882E-2,6.271957397E-2,9.810898132E0,9.811502864E0
1.277684662E1,8.741821289E-2,4.879852295E-2,9.805958405E0,9.806469470E0
1.278689563E1,9.355545044E-2,6.631210327E-2,9.802665253E0,9.803335961E0
1.279694362E1,9.026229858E-2,6.691085815E-2,9.814490662E0,9.815133789E0
1.280699063E1,1.035845947E-1,7.005432129E-2,9.827663269E0,9.828458816E0
1.281703862E1,9.550140381E-2,6.631210327E-2,9.812694397E0,9.813383165E0
1.282708663E1,9.909393311E-2,5.837860107E-2,9.806108093E0,9.806782531E0
1.283713463E1,9.580078125E-2,6.227050781E-2,9.808203735E0,9.808869248E0
1.284718263E1,1.083746338E-1,7.559280396E-2,9.816286926E0,9.817176190E0
1.285723163E1,1.067280579E-1,7.424560547E-2,9.808203735E0,9.809065389E0
1.286728063E1,9.415420532E-2,6.361770630E-2,9.819729767E0,9.820387208E0
1.287733063E1,9.774673462E-2,7.200027466E-2,9.808802490E0,9.809553749E0
1.288738063E1,9.190887451E-2,6.840774536E-2,9.814790039E0,9.815458745E0
1.289743063E1,1.037342834E-1,6.137237549E-2,9.802964630E0,9.803705570E0
1.290747963E1,1.034349060E-1,6.496490479E-2,9.801767120E0,9.802528138E0
1.291752963E1,8.666976929E-2,6.242019653E-2,9.817634125E0,9.818215099E0
1.292757863E1,1.041833496E-1,6.301895142E-2,9.805659027E0,9.806414967E0
1.293762763E1,1.127156067E-1,7.559280396E-2,9.808652802E0,9.809591677E0
1.294767763E1,1.013392639E-1,7.723937988E-2,9.797725525E0,9.798554027E0
1.295772763E1,1.269360352E-1,7.200027466E-2,9.815987549E0,9.817072290E0
1.296777763E1,1.065783691E-1,5.897735596E-2,9.826016693E0,9.826771664E0
1.297782762E1,1.046324158E-1,7.364685059E-2,9.801168365E0,9.802003526E0
1.298787763E1,9.789642334E-2,7.454498291E-2,9.812694397E0,9.813465850E0
1.299792663E1,1.026864624E-1,6.646179199E-2,9.791288910E0,9.792052910E0
1.300797662E1,1.040336609E-1,6.945556641E-2,9.803862762E0,9.804660736E0
1.301802563E1,9.759704590E-2,5.388793945E-2,9.809850311E0,9.810483791E0
1.302807463E1,1.098715210E-1,6.301895142E-2,9.806557159E0,9.807375106E0
1.303812463E1,1.058299255E-1,7.065307617E-2,9.809401245E0,9.810226532E0
1.304817463E1,9.699829102E-2,5.912704468E-2,9.806257782E0,9.806915742E0
1.305822363E1,8.861572266E-2,6.391708374E-2,9.820927277E0,9.821535049E0
1.306827363E1,8.592132568E-2,7.170089722E-2,9.808802490E0,9.809440850E0
1.307832362E1,1.070274353E-1,7.469467163E-2,9.811347198E0,9.812215245E0
1.308837363E1,9.759704590E-2,5.568420410E-2,9.810748444E0,9.811391896E0
1.309842263E1,1.109193420E-1,7.454498291E-2,9.802515564E0,9.803426515E0
1.310847163E1,1.004411316E-1,5.373825073E-2,9.802515564E0,9.803177424E0
1.311852063E1,8.696914673E-2,5.957611084E-2,9.796977081E0,9.797544227E0
1.312856863E1,9.475296021E-2,7.020401001E-2,9.815089417E0,9.815797827E0
1.313861763E1,1.043330383E-1,7.694000244E-2,9.804760895E0,9.805617846E0
1.314866662E1,9.699829102E-2,7.394622803E-2,9.815388794E0,9.816146591E0
1.315871463E1,9.445358276E-2,6.197113037E-2,9.791288910E0,9.791940585E0
1.316876362E1,8.921447754E-2,6.616241455E-2,9.801916809E0,9.802546089E0
1.317881163E1,9.490264893E-2,8.083190918E-2,9.806706848E0,9.807499147E0
1.318886062E1,9.190887451E-2,6.706054688E-2,9.805659027E0,9.806319050E0
1.319890763E1,1.001417542E-1,6.825805664E-2,9.811347198E0,9.812095667E0
1.320895562E1,1.091230774E-1,6.436614990E-2,9.803563385E0,9.804381974E0
1.321900363E1,9.175918579E-2,7.319778442E-2,9.814041595E0,9.814743507E0
1.322905163E1,1.025367737E-1,6.376739502E-2,9.823022919E0,9.823765028E0
1.323909863E1,1.022373962E-1,5.613327026E-2,9.820927277E0,9.821619826E0
1.324914562E1,9.145980835E-2,7.679031372E-2,9.801467743E0,9.802195242E0
1.325919363E1,9.834548950E-2,6.735992432E-2,9.819131012E0,9.819854532E0
1.326924262E1,1.014889526E-1,6.885681152E-2,9.806856537E0,9.807623382E0
1.327929063E1,9.744735718E-2,6.511459351E-2,9.807305603E0,9.808005867E0
1.328933863E1,8.113128662E-2,6.706054688E-2,9.814490662E0,9.815055086E0
1.329938663E1,1.011895752E-1,7.469467163E-2,9.821825409E0,9.822630655E0
1.330943462E1,1.140628052E-1,6.885681152E-2,9.805958405E0,9.806863506E0
1.331948263E1,1.157093811E-1,6.062393188E-2,9.814790039E0,9.815659297E0
1.332953063E1,1.016386414E-1,7.229965210E-2,9.813592529E0,9.814385156E0
1.333957763E1,9.939331055E-2,5.763015747E-2,9.811347198E0,9.812019879E0
1.334962563E1,1.140628052E-1,7.634124756E-2,9.811347198E0,9.812307178E0
1.335967363E1,8.771759033E-2,7.394622803E-2,9.810000000E0,9.810670845E0
1.336972163E1,1.035845947E-1,5.987548828E-2,9.797126770E0,9.797857306E0
1.337976963E1,1.094224548E-1,5.897735596E-2,9.805958405E0,9.806746241E0
1.338981763E1,1.721420288E-2,9.954299927E-2,9.737850037E0,9.738374016E0
1.339986563E1,2.372566223E-1,1.793270874E-1,1.000848724E1,1.001290496E1
1.340991463E1,-3.233276367E-2,-9.385482788E-2,9.588460693E0,9.588974534E0
1.341996263E1,4.580474854E-2,1.672023010E-1,9.872719574E0,9.874241564E0
1.343000863E1,1.499880981E-1,1.121168518E-1,9.940229187E0,9.941992904E0
1.344005163E1,-1.496887207E-3,4.490661621E-2,9.762548676E0,9.762652072E0
1.345009463E1,6.286926270E-2,1.124162292E-1,9.804760895E0,9.805606873E0
1.346013763E1,1.005908203E-1,2.320175171E-2,9.884095917E0,9.884634992E0
1.347018063E1,6.765930176E-2,6.541397095E-2,9.771230621E0,9.771683817E0
1.348022263E1,7.229965210E-2,6.331832886E-2,9.795779572E0,9.796251011E0
1.349026563E1,8.756790161E-2,7.214996338E-2,9.844428406E0,9.845082244E0
1.350030879E1,8.367599487E-2,5.478607178E-2,9.826615448E0,9.827124419E0
1.351035179E1,8.352630615E-2,6.017486572E-2,9.762249298E0,9.762792071E0
1.352039379E1,6.960525513E-2,6.631210327E-2,9.818981323E0,9.819451941E0
1.353043679E1,6.676116943E-2,6.765930176E-2,9.805659027E0,9.806119711E0
1.354047979E1,5.179229736E-2,7.783813477E-2,9.807604980E0,9.808050605E0
1.355052179E1,6.706054688E-2,5.927673340E-2,9.816137238E0,9.816545274E0
1.356056479E1,8.577163696E-2,8.262817383E-2,9.833201752E0,9.833922965E0
1.357060779E1,5.748046875E-2,7.065307617E-2,9.820029144E0,9.820451530E0
1.358065079E1,5.748046875E-2,7.708969116E-2,9.792037354E0,9.792509503E0
1.359069279E1,7.349716187E-2,6.511459351E-2,9.818981323E0,9.819472286E0
1.360073579E1,8.532257080E-2,8.128097534E-2,9.813143463E0,9.813850986E0
1.361077879E1,7.574249268E-2,7.080276489E-2,9.829309845E0,9.829856661E0
1.362082079E1,5.912704468E-2,7.484436035E-2,9.812245331E0,9.812708908E0
1.363086379E1,8.622070312E-2,7.574249268E-2,9.799970856E0,9.800642821E0
1.364090679E1,9.669891357E-2,6.466552734E-2,9.825717316E0,9.826405908E0
1.365094979E1,5.673202515E-2,7.020401001E-2,9.792785797E0,9.793201764E0
1.366099179E1,2.005828857E-2,5.164260864E-2,9.722731476E0,9.722889316E0
1.367103479E1,-8.023315430E-2,2.192939758E-1,8.981921997E0,8.984956871E0
1.368107779E1,1.404080200E-1,4.385879517E-1,1.033555710E1,1.034581144E1
1.369111979E1,2.583627319E-1,-1.270857239E-1,9.898915100E0,9.903101648E0
1.370116279E1,7.679031372E-2,-5.538482666E-3,1.000384689E1,1.000414315E1
1.371120579E1,1.784289551E-1,1.601669312E-2,9.917027435E0,9.918645400E0
1.372124879E1,1.113684082E-1,2.110610962E-2,9.825717316E0,9.826371108E0
1.373129079E1,9.056167603E-2,-9.999206543E-2,9.871372375E0,9.872294181E0
1.374133379E1,1.001417542E-1,-9.550140381E-2,9.912387085E0,9.913352945E0
1.375137679E1,1.152603149E-1,-2.814147949E-2,9.942175140E0,9.942883053E0
1.376141879E1,5.748046875E-2,-8.681945801E-3,9.884245605E0,9.884416552E0
1.377146179E1,-3.847000122E-2,1.086740112E-1,9.693392487E0,9.694077980E0
1.378150479E1,-4.326004028E-1,6.451583862E-2,9.526040497E0,9.536076392E0